date,value
23/12/2024,119.83
24/12/2024,119.79
25/12/2024,119.81
26/12/2024,119.8
27/12/2024,119.77
28/12/2024,119.78
29/12/2024,119.78
30/12/2024,119.77
31/12/2024,119.72
01/01/2025,119.74
02/01/2025,119.75
03/01/2025,119.75
04/01/2025,119.77
05/01/2025,119.78
06/01/2025,119.8
07/01/2025,119.81
08/01/2025,119.83
09/01/2025,119.71
10/01/2025,119.24
11/01/2025,118.8
12/01/2025,118.3
13/01/2025,117.84
14/01/2025,117.38
15/01/2025,116.89
16/01/2025,116.63
17/01/2025,116.65
18/01/2025,116.67
19/01/2025,116.67
20/01/2025,116.63
21/01/2025,116.64
22/01/2025,116.64
23/01/2025,116.65
24/01/2025,116.64
25/01/2025,116.65
26/01/2025,116.64
27/01/2025,116.61
28/01/2025,116.62
29/01/2025,116.6
30/01/2025,116.59
31/01/2025,116.58
01/02/2025,116.56
02/02/2025,116.55
03/02/2025,116.54
04/02/2025,116.54
05/02/2025,116.41
06/02/2025,115.88
07/02/2025,115.37
08/02/2025,114.81
09/02/2025,114.23
10/02/2025,113.7
11/02/2025,113.57
12/02/2025,113.45
13/02/2025,112.96
14/02/2025,112.95
15/02/2025,112.96
16/02/2025,112.89
17/02/2025,112.86
18/02/2025,112.84
19/02/2025,112.81
20/02/2025,112.82
21/02/2025,112.78
22/02/2025,112.8
23/02/2025,112.77
24/02/2025,112.75
25/02/2025,112.78
26/02/2025,112.81
27/02/2025,112.82
28/02/2025,112.84
01/03/2025,112.85
02/03/2025,112.85
03/03/2025,112.84
04/03/2025,112.82
05/03/2025,112.73
06/03/2025,112.62
07/03/2025,112.62
08/03/2025,112.64
09/03/2025,112.61
10/03/2025,112.58
11/03/2025,112.57
12/03/2025,112.6
13/03/2025,112.62
14/03/2025,112.61
15/03/2025,112.61
16/03/2025,112.61
17/03/2025,112.62
18/03/2025,112.63
19/03/2025,112.6
20/03/2025,112.6
21/03/2025,112.56
22/03/2025,112.55
23/03/2025,112.51
24/03/2025,112.45
25/03/2025,112.37
26/03/2025,112.3
27/03/2025,112.18
28/03/2025,112.01
29/03/2025,111.95
30/03/2025,111.89
31/03/2025,111.87
01/04/2025,111.87
02/04/2025,111.78
03/04/2025,111.63
04/04/2025,111.4
05/04/2025,111.37
06/04/2025,119.4
07/04/2025,111.3
08/04/2025,111.26
09/04/2025,111.22
10/04/2025,111.21
11/04/2025,111.16
12/04/2025,111.1
13/04/2025,111.06
14/04/2025,110.99
15/04/2025,110.78
16/04/2025,110.73
17/04/2025,110.63
18/04/2025,110.49
19/04/2025,110.4
20/04/2025,110.19
21/04/2025,109.97
22/04/2025,109.96
23/04/2025,109.55
24/04/2025,109.42
25/04/2025,109.42
26/04/2025,109.42
27/04/2025,109.39
28/04/2025,109.38
29/04/2025,109.41
30/04/2025,109.44
01/05/2025,109.54
02/05/2025,109.54
03/05/2025,109.41
04/05/2025,109.4
05/05/2025,109.21
06/05/2025,109.03
07/05/2025,108.69
08/05/2025,108.24
09/05/2025,107.86
10/05/2025,107.86
11/05/2025,107.84
12/05/2025,107.78
13/05/2025,107.75
14/05/2025,107.72
15/05/2025,107.75
16/05/2025,107.99
17/05/2025,108.03
18/05/2025,108.75
19/05/2025,109.34
20/05/2025,109.72
21/05/2025,109.81
22/05/2025,109.44
23/05/2025,109.71
24/05/2025,109.71
25/05/2025,109.71
26/05/2025,108.66
27/05/2025,108.07
28/05/2025,107.67
29/05/2025,107.24
30/05/2025,107.02
31/05/2025,107.02
01/06/2025,106.11
02/06/2025,105.55
03/06/2025,105.46
04/06/2025,105.01
05/06/2025,104.8
06/06/2025,104.8
07/06/2025,104.8
08/06/2025,104.67
09/06/2025,104.79
10/06/2025,104.75
11/06/2025,104.46
12/06/2025,103.98
13/06/2025,103.29
14/06/2025,102.64
15/06/2025,101.92
16/06/2025,101.18
17/06/2025,100.38
18/06/2025,99.66
19/06/2025,98.86
20/06/2025,98.51
21/06/2025,99.5
22/06/2025,101.08
23/06/2025,102.12
24/06/2025,103.54
25/06/2025,104.79
26/06/2025,105.55
27/06/2025,106.08
28/06/2025,106.9
29/06/2025,107.05
30/06/2025,105.86
01/07/2025,105.81
02/07/2025,105.85
03/07/2025,105.61
04/07/2025,105.13
05/07/2025,105.36
06/07/2025,105.66
07/07/2025,105.76
08/07/2025,105.74
09/07/2025,105.63
10/07/2025,105.87
11/07/2025,106.01
12/07/2025,106.41
13/07/2025,106.93
14/07/2025,107.27
15/07/2025,106.88
16/07/2025,106.29
17/07/2025,105.54
18/07/2025,104.88
19/07/2025,104.62
20/07/2025,104.3
21/07/2025,104.0
22/07/2025,103.92
23/07/2025,103.79
24/07/2025,103.84
25/07/2025,104.59
26/07/2025,105.28
27/07/2025,105.96
28/07/2025,106.34
29/07/2025,106.45
30/07/2025,106.44
31/07/2025,106.44
01/08/2025,106.68
02/08/2025,106.86
03/08/2025,106.89
04/08/2025,106.71
05/08/2025,106.41
06/08/2025,106.18
07/08/2025,106.2
08/08/2025,106.24
09/08/2025,106.27
10/08/2025,106.36
11/08/2025,106.1
12/08/2025,105.82
13/08/2025,105.51
14/08/2025,105.15
15/08/2025,105.11
16/08/2025,105.18
17/08/2025,105.57
18/08/2025,105.77
19/08/2025,106.08
20/08/2025,106.08
21/08/2025,106.72
22/08/2025,108.08
23/08/2025,109.2
24/08/2025,109.96
25/08/2025,110.47
26/08/2025,110.99
27/08/2025,111.41
28/08/2025,111.61
29/08/2025,111.94
30/08/2025,112.4
31/08/2025,112.92
01/09/2025,113.54
02/09/2025,114.11
03/09/2025,114.42
04/09/2025,114.65
05/09/2025,114.69
06/09/2025,114.74
07/09/2025,114.64
08/09/2025,114.45
09/09/2025,114.63
10/09/2025,114.68
11/09/2025,115.06
12/09/2025,115.58
13/09/2025,116.21
14/09/2025,116.75
15/09/2025,116.91
16/09/2025,117.33
17/09/2025,117.57
18/09/2025,117.57
19/09/2025,117.55
20/09/2025,117.45
21/09/2025,117.43
22/09/2025,117.43
23/09/2025,117.57
24/09/2025,117.55
25/09/2025,117.51
26/09/2025,117.51
27/09/2025,118.07
28/09/2025,118.46
29/09/2025,119.09
30/09/2025,120.1
01/10/2025,119.51
02/10/2025,118.62
03/10/2025,117.8
04/10/2025,116.87
05/10/2025,115.57
06/10/2025,114.16
07/10/2025,115.93
08/10/2025,118.67
09/10/2025,119.64
10/10/2025,118.86
11/10/2025,117.88
12/10/2025,117.33
13/10/2025,117.18
14/10/2025,116.96
15/10/2025,116.88
16/10/2025,116.91
17/10/2025,117.79
18/10/2025,117.82
19/10/2025,118.86
20/10/2025,119.34
21/10/2025,119.64
22/10/2025,119.0
23/10/2025,118.35
24/10/2025,117.72
25/10/2025,117.94
26/10/2025,118.4
27/10/2025,118.62
28/10/2025,118.86
29/10/2025,119.0
30/10/2025,119.17
31/10/2025,119.36
01/11/2025,119.54
02/11/2025,119.78
03/11/2025,119.97
04/11/2025,120.0
05/11/2025,119.75
06/11/2025,119.46
07/11/2025,119.21
08/11/2025,119.01
09/11/2025,118.76
10/11/2025,118.79
11/11/2025,119.06
12/11/2025,119.22
13/11/2025,119.34
14/11/2025,119.39
15/11/2025,119.41
16/11/2025,119.39
17/11/2025,119.4
18/11/2025,119.46
19/11/2025,119.47
20/11/2025,119.43
21/11/2025,119.38
22/11/2025,119.35
23/11/2025,119.4
24/11/2025,119.44
25/11/2025,119.38
26/11/2025,119.33
27/11/2025,119.23
28/11/2025,119.14
29/11/2025,119.07
30/11/2025,118.98
01/12/2025,118.98
02/12/2025,118.96
03/12/2025,119.05
04/12/2025,119.12
05/12/2025,119.21
06/12/2025,119.37
07/12/2025,119.47
